restaurant_name,author,rating,text,time
五九麵館（公館店）,Kevin Wu,3 顆星,不推薦無骨雞腿排乾麵，肉腥味重。,3 個月前
五九麵館（公館店）,Acold Au,2 顆星,"點了香菇雞麵 湯比蛋花湯還淡
只有微微的蘿蔔湯味 跟我想像中的香菇雞
濃濃的香菇香氣配上甘醇的雞湯完全扯不上邊

但麵的口感是棒的 Q彈",1 年前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Tseng Kenie (雷姆踩點筆記),5 顆星,"先說結論：#公館商圈高CP值拉麵店🍜
#好評贈加麵1球🌟8號會員日滿$300贈小菜
#舒肥雞白豚骨拉麵推推🔥
點餐時段：週一19：30
候位時間：0！（滿座率90%）
等餐時間：6分鐘
可支付方式：現金、linepay

以下為此次點餐的品項及價格🔻
🔺地獄豚骨拉麵（小辣）$165
不吃辣的我完全不能喝哈哈，但也讓拉麵更入味，叉燒有4片切薄片肥瘦相間，有點太薄變得沒什麼口感
🔺舒肥雞雞白豚骨拉麵 $170👍🏼
雞胸就給讚😍一份切4片，吸滿湯頭口感軟嫩，配料有微酸脆口的筍乾跟一整顆的溏心蛋！💛溏心蛋熟度剛剛好，麵體選擇偏硬我很喜歡很好吃而且量很多，最後湯頭部分調味偏一般般，但是也是好喝的不死鹹
🔺甜品吃到飽 +$30
這次有豆花、仙草、茶凍、紫米，每種都非常好吃，尤其是豆花很綿密有手工感，紫米吃來像是蜜紅豆泥也很好吃！糖水都是自己另外加的。但真的最多兩碗，吃完拉麵就很飽了😆
🔺牛蒡絲 🆓
份量2人吃剛好，吃來偏甜但整體口味一般
剛好用餐是會員日8號，滿$300就送小菜
在學區附近的店家真的都蠻佛心的💯

店外自助點餐機完待帶位，內外場服務都很好
以拉麵來說上餐速度很快，效率很好
店內座多種選擇，1~4人的位子都有
雖然空間不大，但座位擺設不會顯得擁擠
下方還有置物籃可以放包包😊
自助區除了有甜品還有醬料區跟水可取用",3 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,皓皓,5 顆星,"被松露拉麵深深吸引到了🤩

松露舒肥雞拉麵 $250 (+舒肥雞&叉燒1片)
無肉不歡一定是加倍肉量的那種！這樣1碗才$250很划算👍🏼
總共有2種肉類可以選，一般叉燒或舒肥雞，舒肥雞的價格略貴一點🤏🏼
由於很想食看看叉燒就加1片了~口味整體偏重+鹹但真的吃起來很唰嘴，一口接著一口，舒肥雞完全不柴，叉燒1片很剛好稍微小油膩了一點，好險只加了1片！
麵的軟硬度當然是選軟哇，我超愛吃軟麵🍜
超激推舒肥雞系列，松露湯頭真的很濃郁！喜歡松露系列的你，絕對要點來嚐鮮一下😋
可以免費加1次麵，一定讓你空著肚子進來，脹到不行的出去！
整體CP值算高了👍🏼👍🏼👍🏼

+$30有無限豆花可以吃，完全有抓到學生客群，可惜真的吃不下不然也會加一下🥹

女店員也很熱情的招呼推薦介紹，下次會專程為了松露拉麵跟豆花來2訪的！",2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Tienyuan kang,3 顆星,改店名已經不叫何家拉麵，拉麵湯頭不錯喝，叉燒普通，舒肥雞胸肉還比較好一點，加30元沒吃到什麼甜品，沒有之前評論中的芋頭、花生…只有豆花和紫米、仙草2種配料。,1 週前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Bo Ray,5 顆星,"雞白湯拉麵是很濃郁的口感，搭配自己獨愛爽脆的細麵，天衣無縫的口感讓人無法抵抗，重點是店家還提供免費加麵的服務，CP值高的嚇人。
地獄豚骨搭配的是紅油的湯底，用紅辣椒襯托就沒有那麼令人討喜了，個人還是偏愛雞白湯多一點。
加購30元就可以品嚐甜點豆花跟仙草吃到飽的服務，實在太幸福了，而且綿密豆花的口感會讓人欲罷不能，一碗接一碗讓你吃飽飽。",2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,陳世臻,5 顆星,"吃飯時間蠻多人在排隊的，但是這一間可以加價有豆花吃到飽，很適合學生CP值非常高。
拉麵本身也不貴也不錯吃，拉麵也是值得推薦的。
餃子我就覺得比較普通了。",1 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,偉村,5 顆星,以為11:50到應該沒人結果要排隊，前面有三四組，但還好沒有等很久點完餐就有座位了，結論是甜點好吃、拉麵口味也很合我的胃口，值得推薦給大家來公館必吃美食,2 週前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,陳一得,4 顆星,"「好呷拉麵 甜品吃到飽（公館）」，前身為「何家拉麵」，是一家位於台北公館商圈的人氣平價拉麵店，主打台式風味與超值吃到飽甜品。

🍜 店家特色簡介：

拉麵風味：主打台式改良拉麵，湯頭較清爽或偏台式醬油口味，搭配滷蛋、叉燒、豆干等配料。

價格實惠：百元價位即可享用拉麵，加上甜品吃到飽，非常超值。

甜點吃到飽：用餐附贈甜品無限享用，不限次數自取。

🍮 吃到飽甜點內容：

豆花：傳統黃豆製成，綿密滑順，搭配糖水或配料。

仙草：退火解暑，口感滑嫩，可加奶油球或糖水。

茶凍：茶香淡雅，有紅茶/綠茶風味可選。

燕麥甜湯：冰涼養生，常搭配花豆、薏仁等配料。

📍 地點資訊（公館店）：

位於台北公館商圈，鄰近捷運公館站，交通方便，適合學生族群與小資族聚餐。

如果你喜歡台味拉麵配甜點吃到飽，這家是個CP值很高的選擇。想吃得飽又有甜品滿足感，來這邊就對了。",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Jessica雨沛草生云,4 顆星,"公館商圈的日式拉麵，外加30元可以甜點吃到飽，店面很新。
先在店家門口點餐機器下訂單及付款，之後才能入店等待店員的帶位，乾淨明亮簡單的裝潢，等候時間可以先吃一碗甜點也可以。
甜點區是自助的，豆花、仙草是主角，其他配料也很簡單，簡單的美味也很撫慰人心。拉麵的主角配菜幾乎一樣，只有湯頭不一樣，麵條很細，口感也不錯，不夠的人可以免費追加一次，小菜也是送的。",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,CAROL LIN,4 顆星,台式拉麵，可免費續一球麵。湯頭不死鹹，符合CP值。加30元，甜品吃到飽。豆花仙草都不錯，配料不一定。這次有紫米跟紅茶凍。環境明亮乾淨。門口點餐機點餐後，叫號入位。,1 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Robert,4 顆星,"吃的有點趕，店員提醒了才知道用餐只有45分鐘，沒看到桌上寫的😅。外面排隊的人也不少，店員也會隨時看有沒有人要走，或是不是用餐時間要結束了，有點壓力，也不太能好好吃。但餐點做的蠻快的，可以直接看到廚房的人在幹嘛。
拉麵就蠻普通的，就連鎖店的感覺，豆花也還好，裝豆花的碗比較小，應該一次裝一些就好了，豆花太多，糖水比較少，吃太多有點太撐，但糖水也是比較甜的，比一般豆花店甜，沒有到很喜歡。",1 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Annie Chang,5 顆星,猶記這家本來是賣甜點的，但是常常就看一看，沒什麼機會進去吃吃看甜點。沒想到居然被他的廣告-甜點吃到爽-所吸引，居然是吃拉麵，另加30元，甜點就可以吃到飽，進去看了一下，甜點是豆花、還有紅豆、仙草。真是讓我覺得吃拉麵加30元就可以吃到國民美食的甜點，很值得。於是就決定來這家吃吃看。這家是提供機器在外面點餐的。餐點好，到付款的時候就卡住了，旁邊這樣還有一個小小的告示說：「不會的話可以按這裡」，我們一按鈴，服務人員就出來幫助我們，完成付款。進去等餐空檔時間，當然就是吃甜點，甜甜那裡也有一點小小的提示告訴我們一湯匙甜湯+一湯匙紅豆配+一湯匙豆花就是絕配，甜點一直吃，真是滿足！拉麵來了，也覺得很好吃，有看到怎麼辦？針對薄薄的肉片。，另外的用噴槍熾熱的燒著。難怪吃起來有一點小小的脆度。麵的湯底是用雞湯，十分香濃、如果喜歡吃拉麵又喜歡吃甜點可以來這裡嘗試看看喔！！,上次編輯：3 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,洋芋,4 顆星,5點多看到沒人排隊，趕快進來品嚐，先在門外採用機器點餐結帳，入內座位不多，但環境明亮整潔，廚房採開放式，讓人很清楚他們的衛生保持狀況，也更安心。點了豚骨舒肥雞肉拉麵，雞肉有點厚度竟然很軟嫩不柴，湯頭有正常和日本鹹二種選擇，我挑正常，但已經算偏鹹了，整體味道濃郁。麵體也可以選擇，我嘗試正常，麵體Q彈有嚼勁，麵是可以免費加一次的。配料有很脆口的筍絲，唐心蛋是給整顆的。另外加點甜點豆花$30，可以無限續碗，因為是自己盛裝，配料有綠豆，紫米，仙草，豆花口感很綿密，加上秘製糖水，還蠻不錯的，我就吃了二碗。整體而言價位不高，拉麵甜品都不錯，CP值高，值得推薦。,5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,旦旦℡¨甦（喵喵貓）,5 顆星,"上週終於踏進這間在公館很有人氣的拉麵小店。平日午後造訪仍需小排一下，店內空間不大、座位偏擠，但出餐速度快，續麵還能保持滾燙這點蠻加分！

🍜 阿嬤油蔥乾拌麵 $135
記憶中的古早味肉燥拌麵，鹹香油蔥搭配扎實拌勻的麵條，再加上溏心蛋整碗完成度很高，簡單卻讓人滿足。

🍜 秘選隱藏版拉麵（微辣豚骨）
紅紅辣醬讓人以為很辣，但其實辣度僅小辣等級，反而讓豚骨湯頭更順口。叉燒炙烤香氣十足，軟嫩帶點甜味。湯頭濃郁好喝到差點見底。

🔥 續麵免費一次！
續麵是熱騰騰的，湯瞬間回溫成剛上桌的燙度，這細節很到位（不過真的燙到讓我直接先吃甜點XD）

🍮 甜點吃到飽 加價$30
只要+30元，就能無限挖豆花、糖水、仙草、綠豆等配料，甜品區自己操作超療癒。第一次自己「鏟豆花」覺得新鮮又好玩，我連挖四碗超滿足，推薦甜食控一定要加購。

🐾 整體感想 MAP 總結

🔹 M（Meal 餐點）
餐點CP值高，阿嬤乾麵有家常味，豚骨拉麵順口不膩，小辣提味剛剛好。甜品吃到飽誠意十足！

🔹 A（Atmosphere 氛圍）
店內座位稍擠，人多可能需排隊，但出餐快，續麵也夠熱，動線處理尚可。

🔹 P（Price 價格）
以百元價就能吃飽、再吃甜點，對學生族非常友善。續麵免費、甜點吃到飽都大加分。

📌 想要吃飽又想來點甜的，這間可以列入「飽足又划算」名單。建議避開熱門時段前往～",7 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,geranium Chen,3 顆星,"以拉麵來說，價位不高，松露豚骨舒肥雞胸拉麵，味道不錯，麵條也夠硬，但湯溫度不夠熱，雞肉是冷的，有點扣分，而且他麵碗是美耐皿，不是瓷器或陶器，就有種速食感。

豆花、仙草任吃，品質也很好。

點餐要先在店外的螢幕點，結完帳再進店。",上次編輯：4 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,s w,5 顆星,"+30元有甜品（豆花、仙草）吃到飽
也有免費加麵佛！
很愛他們辣的口味
肉有舒肥雞跟炙燒叉燒
要吃前記得現在店外機台點完餐在入內",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,E vvone,5 顆星,cp值很高的店 店外面機台點餐付款線上付款 裡面服務人員也會出來介紹 +30元 有吃到飽甜點（豆花 薏仁 綠豆 糖水）自助的 自己加料 真的是學生好選擇 拉麵居然很有水準 叉燒2大塊 還有一顆完整蛋（不到溏心 但是半熟）配料醃筍絲也好讚 店內座位24個位子 環境好 有廁所,3 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Ruth Chen,5 顆星,"今天來公館按摩完
本來想吃福州魚丸的
但今天沒開
沒想到覓到寶藏
拉麵很好吃耶
湯頭也很讚
而且還可以「續麵免費」
多花30元豆花、仙草吃到飽
適合我這種比較在意C P值的人",4 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,黃楚儒,4 顆星,"+30元豆花吃到飽 拉麵170可加麵
兩百元吃到飽附甜點 喜歡拉麵粗飽可來
但同價格下我可能會更偏好小火鍋有自助吧的",1 週前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,LaaLa,3 顆星,拉麵一般，內用買的豆花很不ok，招牌明明有紅豆綠豆，這也是豆花非常基本的配料，結果進店內只有茶凍、紫米、仙草？？？是否廣告不實,1 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,daniel Kuo,5 顆星,"2025/06初訪

地獄、雞白、松露、醬油四種湯底
麵條可選硬中軟、麵條吃到飽

採用KIOSK,點餐付款後入座
他+30/位、甜湯喝到飽（豆花/仙草+紅豆/薏仁）

全年無休、可再訪",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,na Li,5 顆星,湯頭濃郁卻不膩口，叉燒炙燒香氣超迷人，每一口麵都Q彈入味～甜品區選擇也很多，完全就是吃到撐還捨不得走的那種！店員親切又細心，整體氣氛超棒，會想再回訪的拉麵店！,7 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,高靖傑,5 顆星,"衝著好吃的豆花跟拉麵來留評論，30塊的舒肥雞肉蠻好吃的，
豆花不會有其他怪味，意外的很順口
拉麵點的是硬麵，很有日式風味，溏心蛋竟然是一整顆的，肉還有炙燒過，在台灣的拉麵算是給的很多塊
真的不知道吃什麼的朋友，可以嘗試看看",2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Joanna,5 顆星,這家拉麵店真的太有創意了！不只有香濃湯頭和Q彈拉麵，竟然還提供豆花吃到飽，實在讓人驚喜。拉麵種類豐富，叉燒入味、半熟蛋也超加分，每一口都充滿誠意。最特別的是飯後還能自己裝豆花，加糖水、加花生，想吃幾碗就幾碗，甜點控大滿足！環境乾淨明亮，服務也很親切，是一間鹹食與甜點兼具、CP值超高的拉麵店，吃一次就會想推薦給朋友！,7 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Jia Yin Foo,5 顆星,"環境明亮舒適，晚餐時段要排隊一下
價格親民的拉麵，可以無限續麵和甜品（豆花/仙草），超級適合預算有限的學生族~~
這次點油蔥拌麵，覺得調味太鹹了，雞湯豚骨還不錯。下次來應該會想點松露拉麵，因為聞到隔壁的松露實在太香了！😍
豆花/仙草很好吃！甜甜的很有滿足感",6 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,九九八十一,5 顆星,可以一直吃豆花，吃完看照片才發現餐點肉給錯了，但店家也願意退差額，很有誠信,2 週前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,wa wa Lin,5 顆星,"🌟🌟🌟🌟🌟
拉麵湯頭濃郁，麵條Q彈，叉燒厚實又入味，溏心蛋也很棒！🍜🍥 甜品吃到飽超划算，豆花、仙草、紅豆都很好吃，讓人回味童年。😋 只要加一點錢就能無限續麵和甜品，CP值爆表！💯

唯一小缺點是座位比較擁擠，用餐時段人很多，需要排隊，但美食值得等待！👍
下次還會再來～",7 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Brown熊大,5 顆星,豚骨湯頭 味道濃厚 麵條Q彈 叉燒肉香，加30元 甜品吃到飽，很有誠意的 平價拉麵店,2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,無啥咪,5 顆星,"麵條無限續
甜品30元吃到飽（自己裝）
開在台大附近 飽歪歪
加麵跟服務人員說
他會端小碗過來加",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Richard Chien,3 顆星,"何家拉麵
甜品吃到飽需要30，
填問卷有機會集到5點，
地獄拉麵165屬於麻辣小辣，
溏心蛋口味不錯，
肉片則四小片，
湯頭濃郁但美味上普通，
有特色的細麵條，
不過較難吸附湯頭，
點餐機容易排隊，
流程上沒有優化，
用餐時間也有限制45分，
整體相較麵大廚遜色。",7 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Allen Yen,5 顆星,"店員送上來時我問….這是蔥爆拉麵嗎？
店員指劃一下對啊，蔥在那邊，
我只好告訴店員，可是「蔥爆不是這樣嗎？」（我用手比劃滿滿的覆蓋一碗的動作）
店員很可愛反應很快地回「可能是每家風格都不一樣吧」
「蔥爆」真的不是這樣子的喔！
Solution1.請把名字改為鮮蔥拉麵
Solution2..蔥量請加到有「爆」的感覺",3 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Slhs pe,2 顆星,"精緻可比摩斯的叉燒薄片可以看出刀工逆害
麵條平和（筋道×/麥香×）
甜點的愛玉仙草豆花頗有批貨口感
45分的用餐時間？！
好吧....
食迄
畢",2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Rachel Lee,5 顆星,"我有+25多兩片舒肥雞肉
可以加麵一球，雖然我沒有加，原本份量就蠻飽了甜品+30元吃到飽，自助吧，喜歡他們的豆花",5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Tim (台灣營養師Tim),5 顆星,"這家真的超讚，拉麵部分有兩種口味，推薦雞白湯，湯頭濃郁香甜，地獄口味有點太辣，要能吃辣再點。
叉燒有四塊、一顆溫泉蛋，店家很貼心可以用兩片叉燒換一顆蛋。
麵吃不飽可以續，但最吸引我的是加30元可以豆花吃到飽，他們家的豆花很有特色，是走綿密路線的鹽滷豆花，每次都有兩種配料像是綠豆、紅豆、薏仁等等輪替交換，旁邊還有一鍋仙草或是杏仁凍。
可以辦會員累點，10點可以送一碗麵，真的超推薦來這家吃，或許拉麵不像專業的日式拉麵這麼講究湯頭等等，但對一般人來說我覺得已經很划算了，開在學校附近，學生真的超幸福，可惜當初在讀書時這間還沒開，不然我一定時常來光顧。",上次編輯：9 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,John su,3 顆星,以CP值來說，可以給到3.5顆星，打卡免費加麵跟加點無限吃的仙草豆花，想簡單吃到兩樣又不想花太多錢的話還可以，但口味跟環境就不能期待太多就是，但算是對得起價格的口味就是,5 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Binns Chen,3 顆星,地獄豚骨拉麵165，甜品吃到飽30。地域拉麵的調味很像麻辣鍋鍋底，竹筍和溏心蛋中規中矩，叉燒比較薄，口感像火鍋肉片，輕微炙烤。拉麵是細拉麵，可調整硬度，免費加一次。豆花本身綿密，有一定水準，但除了糖水，其他配件只有紅豆和綠豆，有點陽春。,4 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,辰泗,5 顆星,"有點久以前吃的，不過我印象中其餐點裡的配料與麵體中規中矩，我個人是蠻喜歡的，肉給的蠻多的。重點是，這裡的麵可以無限加，甜點也可以無限續！推薦這裡的仙草，個人很愛；不過豆花口感不好吃，很軟爛，味道倒還不錯啦！
這裡很便宜喔！
現金付款。",1 年前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,314005,3 顆星,"2024/12/15，星期天晚上快6點到店2訪，店裡已經客滿，外面候補等位約4組客人，約需等待15～20分鐘即可以入場。今日員工共有三位服務，但外場還是只有一位在服務，一位妹妹負責煮麵，一位先生負責烤叉燒肉，三位都很忙，但服務態度還是很好。只是忙中難免會有小缺點，甜點碗就沒辦法洗太乾淨，只好用紙巾再稍微清潔碗內邊沿，再來就是外場忙著招呼客人，上麵及清理桌面，難免也會沒注意到甜點豆花，杏仁及配料薏仁及綠豆已經被客人使用完畢，而無法即時補充，杏仁豆腐直接就都沒有再補充，感覺有點遺憾，蠻喜歡吃的。

2024/12/03，餐點湯頭口味中辣有點花椒的味道只有微微小辣，另外湯頭本身口感不會特別濃郁，拉麵條是屬於細拉麵，選擇麵軟但是上桌吃起來的感覺還是會有點偏硬。甜品價格30元，有兩桶豆花跟杏仁凍，杏仁凍那一桶內的杏仁凍都切成條狀，每條杏仁凍條都約10公分長，2～3公分寬，杏仁凍條本身有點硬度，不像豆花是軟軟綿密感，所以杏仁凍條撈起來不是很好打撈。現場配料則只有綠豆跟紅豆加糖水共三樣。豆花跟紅豆12:30左右就被撈完了，現場只有2位工作人員，總共有25個座位，雖然沒有坐滿，但是兩位也忙碌到沒時間收桌面，現場等餐約需快15～20分鐘，全部出餐完約13:15才有空補豆花，但紅豆還是沒補，再來約13：45就告知後面來客不再接現場內用客人，因為14:00是中場休息時間。",上次編輯：1 年前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,YiZhen Lin,5 顆星,"拉麵湯頭、麵條、叉燒均佳。
甜品有豆花和仙草，可加紅豆或薏仁。
內用可續麵，點麵再加30甜品吃到飽，且拉麵本身平價。
內用環境佳，不過桌上有標示尖峰時段用餐時間限45分鐘。",上次編輯：2 個月前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,winnie Hsiao,5 顆星,拉麵好吃，可以免費續一球麵，價格不貴，甜點不錯～可惜豆花沒了，沒有吃到,2 週前
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,Joyce,3 顆星,"雞白豚骨拉麵偏鹹（正常鹹），叉燒有炙燒過還不錯，細麵正常，唐心蛋不太行有微腥味，甜點可略過，很普通，但如果是補胃的虛空，那就還行
下午一點多，甜品已無紅豆，只剩茶凍、仙草凍、豆花、綠豆、糖水。",6 個月前
炎弟炒飯鐵板燒 - 公館店,湘湘,3 顆星,"生意很好～～要等一下才有座位
原本是被鐵板炒飯吸引過來，但後來實際吃到之後覺得小失望。鐵板炒飯味道偏甜還可以接受，但吃到後面會覺得偏膩⋯⋯而且飯偏黏很扣分😭我個人比較喜歡炒飯粒粒分明
炒高麗菜偏油，炒飯也是⋯⋯吃完嘴唇會留下一層油
店內有提供湯及飲料
飲料沒什麼味道⋯⋯湯也一般般
飯後甜點贈一支「芒果霜淇淋」，芒果味吃起來不知道怎麼形容，就是很假的味道、不是天然的
店內的員工不管是人員還是廚師都是越南人，有種置身於越南小吃店吃飯的錯覺～
-
沙朗牛排$240
沙茶羊肉鐵板炒飯$150",2 個月前
炎弟炒飯鐵板燒 - 公館店,yu-chun Hsiao,4 顆星,在公館商圈，點餐後，飲料、白飯、湯自取，菜色蠻多的，口感味道也不錯，結帳時還有霜淇林可以帶著走喔！好吃😋,3 週前
炎弟炒飯鐵板燒 - 公館店,展宏&STACY,5 顆星,"今天點了 情侶合餐（$560），包含 炎煎去骨雞腿、黃金大比目魚（扁鱈魚）、什錦三鮮，還附自助吧無限供應的白飯、湯品與飲料，份量相當有誠意。

雞腿煎得外皮焦香、肉質多汁；扁鱈魚外酥內嫩，帶有奶油香氣；什錦三鮮（蝦仁、花枝、雞丁）炒得入味，鹹香下飯，三道主菜搭配起來口感豐富、層次多變。

店內空間以吧台圍繞鐵板，能近距離看到師傅現場快炒的畫面，熱鬧又有臨場感。整體氣氛輕鬆、不拘謹，平日中午人潮也不少。

整體來說，以這個價位能吃到三道主菜加無限供應的配餐，CP值真的很不錯，很適合情侶、朋友想吃豐富又不想點兩份餐的時候來嚐嚐。",5 個月前
炎弟炒飯鐵板燒 - 公館店,鼠比比,5 顆星,「比比登推薦」性價比很高耶，東西又不錯吃，份量也足，飲料、湯、飯，隨意取，吃完又可以外帶一支霜淇淋。,3 週前
炎弟炒飯鐵板燒 - 公館店,Queena,5 顆星,餐點好吃 點了雙人套餐 豬肉蟹腳有個香氣 鮭魚屬於薄款的 牛肉比較可惜 稍微柴了些 湯很好喝 滿滿柴魚味道很濃 飯後有芒果甜筒 是我喜歡的那種脆皮餅乾型的,1 個月前
炎弟炒飯鐵板燒 - 公館店,eric lin,5 顆星,炎煎雞腿排加套餐$320多一盤豬肉，雞腿排皮煎得很脆，有炸蒜片，飲料區有檸檬水和仙草茶 。整體口味還行 吃完很飽 cp值高、最後還有冰淇淋 。,4 個月前
炎弟炒飯鐵板燒 - 公館店,李州國,5 顆星,"今天剛好中餐路過來享用鐵板燒，來嚐鮮吃看看，點了豬肉口味的，感覺菜菜還蠻多的，還真的不錯吃，也遇到防空演習，就趁少人時來吃，內用有無限暢飲飲料、牛肉湯享用。
最後買單時可以免費換巧克力霜淇林。
下次可以再回購",5 個月前
炎弟炒飯鐵板燒 - 公館店,吳秉真,4 顆星,"CP值還可以，白飯可以吃到飽。
雞腿乾煎的很好吃；
鮭魚非常好吃；
鮮蚵炒飯醬汁略帶甜味吃起來沒有很習慣；
炒高麗菜及豆芽沒什麼鹹淡；
其他餐點正常水準。

離開前贈送巧克力霜淇淋很濃郁。",4 個月前
炎弟炒飯鐵板燒 - 公館店,HSIN YA,5 顆星,牛肉很好吃！！有加黑胡椒 店員服務態度很好  可以續飯續湯續飲料  還有霜淇淋可以吃👍🏻（因為去的時候有點晚了 所以沒有豆芽菜了）,3 個月前
炎弟炒飯鐵板燒 - 公館店,HJ,2 顆星,點了奶油鮭魚炒飯，是用廉價奶油炒的，真的吃不下去⋯⋯不知道是不是我對鐵板燒標準太高，我以為青菜都有使用蒜頭爆香，這裡的炒菜索然無味，基本上就是鹽和味精的組合,5 個月前
炎弟炒飯鐵板燒 - 公館店,Chuah HY,5 顆星,好吃，看到這家的分行評價比較好。湯好喝，飲料也不錯，白飯好吃，肉多菜也多，而且還免費送一隻芒果牛奶霜淇淋（吃起來也不廉價！）點了荷包蛋，但沒送來，提醒了也是還沒送來😂不過我之後直接提醒廚師就送來了，我覺得問題不大，畢竟可能忙沒聽到～下次還會再來，大學生求個平價好吃夠飽就滿足了,2 個月前
炎弟炒飯鐵板燒 - 公館店,Heather Lin,5 顆星,"去骨雞腿肉的蒜片很好吃，脆又不油
肉本身也很多汁 很讚的鐵板燒",2 個月前
炎弟炒飯鐵板燒 - 公館店,王伃君,5 顆星,剛考完試來吃，看評論感覺滿好吃的，寫評論送菜脯蛋ㄛ！,2 週前
炎弟炒飯鐵板燒 - 公館店,Lulu,5 顆星,"2025/4

平價美味的鐵板燒，拿了內用菜單等店員帶位，湯、飯、飲料自助，青椒牛肉炒飯好吃，單點一顆半熟荷包蛋拌開淋上面更好吃，就是飯太黏了，如果喜歡粒粒分明的可能覺得口味不合。三鮮也不錯，小辣很開胃。

忙碌時候筷子、碗、湯匙有可能用完，在跟店員提醒就好，餐後付款有送冰淇淋，整體而言會想再來吃。",8 個月前
炎弟炒飯鐵板燒 - 公館店,吉姆車,5 顆星,"一更
飲料壺的飲料比較容易因為冰塊融化而稀釋了 不然泰奶應該不錯喝的
套餐比較沒那麼值得 +100豬肉片不大份

霜淇淋好吃
學生證可加送一盤超大盤的菜
口味比起同行算蠻清淡的 是好事
起司蛋捲很好吃
飲料有檸檬水 和翡翠檸檬
白飯 湯免費續
有洗手間",上次編輯：7 個月前
炎弟炒飯鐵板燒 - 公館店,邱奕凱,5 顆星,好吃、東西多、環境乾淨、來吃很多次了！,2 週前
炎弟炒飯鐵板燒 - 公館店,JM W,3 顆星,2025/04/26第一次吃這家，一進門裝潢過於老舊有股舊裝潢的木頭味道（類似潮濕味），建議老闆可以更新裝潢，店員蠻勤奮的趁空檔維護環境，主菜與配菜都不錯也不會過鹹過淡，青菜也都脆口，白飯過黏（飯與水的比例最好再抓一下，這麼大鍋飯，可以擠個四分之一的新鮮檸檬汁進去煮），湯品普通。建議裝飯勺的盒裝水勤於換，不然生菌數會過高。,7 個月前
炎弟炒飯鐵板燒 - 公館店,J,1 顆星,"跟以前去現場吃比，變難吃很多。
打電話去問今日時蔬，員工嘰嘰喳喳不回應我，最後嘎嘎笑把電話直接丟給別的同事????????整個惹惱我

而且漏了餐點🙂",4 個月前
